the_geom,the_geom_webmercator,objectid,year,dc_key,code,date_,race,sex,age,wound,officer_involved,offender_injured,offender_deceased,location,latino,point_x,point_y,dist,time,inside,outside,fatal,lat,lng
0101000020E610000018837FF816C552C04AC8EE9F7A034440,0101000020110F0000DF22E1ADEDE15FC18334D42FC1935241,27,2019.0,201915036712,0411,2019-04-18,B,M,18,foot,N,N,N,5300 BLOCK Akron St,0,-75.07952702,40.02717971,15,15:26:00,0,1,0,40.02717971,-75.07952702
0101000020E6100000E30C93E3ADC652C0E8EF8C5380054440,0101000020110F00005966EFDEA0E45FC1AE16E972FF955241,28,2019.0,201902021418,0411,2019-04-18,B,M,30,arm,N,N,N,400 BLOCK E Cheltenham Ave,0,-75.10436334,40.04297871,02,12:39:00,0,1,0,40.04297871,-75.10436334
0101000020E61000004621EABAC7C752C03D6C3BD037034440,0101000020110F000070343F9B7FE65FC103EEFA1577935241,29,2019.0,201925030290,0411,2019-04-18,W,M,17,thigh,N,N,N,200 BLOCK E Ruscomb St,1,-75.12156556,40.02514079,25,19:01:00,0,1,0,40.02514079,-75.12156556
0101000020E61000002DE7947867CA52C069F04AD483FC4340,0101000020110F0000F4B13CA0F4EA5FC1C9C6F3A1088C5241,30,2019.0,201922031788,0411,2019-04-18,B,M,25,leg,N,N,N,1600 BLOCK W Stiles St,0,-75.16256537,39.97277311,22,21:32:00,0,1,0,39.97277311,-75.16256537
0101000020E610000009C40C09EFCE52C065D89386BBFC4340,0101000020110F000048563B43A6F25FC164E4C35B468C5241,31,2019.0,201919032044,0411,2019-04-18,B,M,54,abdomen,N,N,N,1400 BLOCK N 56th St,0,-75.23333956,39.97447284,19,01:06:00,0,1,0,39.97447283,-75.23333956
0101000020E610000009C40C09EFCE52C065D89386BBFC4340,0101000020110F000048563B43A6F25FC164E4C35B468C5241,32,2019.0,201919032045,0411,2019-04-18,B,F,64,multi,N,N,N,1400 BLOCK N 56th St,0,-75.23333956,39.97447284,19,02:27:00,0,1,0,39.97447283,-75.23333956
0101000020E610000002E2A6ED7CCE52C04AE6DC16FAF74340,0101000020110F0000C599BB70E4F15FC1F6027B7A01875241,33,2019.0,201912029784,0111,2019-04-18,B,M,38,multi,N,N,N,5600 BLOCK Chester Ave,0,-75.22637502,39.93731962,12,01:44:00,0,1,1,39.93731962,-75.22637502
0101000020E6100000B8DDD3EE3AC852C03F7B47F033004440,0101000020110F0000A4993A4A43E75FC1F2686A271F905241,34,2019.0,201925030637,0411,2019-04-19,W,M,17,multi,N,N,N,100 BLOCK E Ontario St,1,-75.12859698,40.00158504,25,22:22:00,0,1,0,40.00158504,-75.12859698
0101000020E6100000E408002B93C852C08E6CD71999024440,0101000020110F00000D52832AD9E75FC1C987C410C7925241,35,2019.0,201925032953,0411,2019-04-28,W,M,40,multi,N,N,N,4500 BLOCK N 5th St,1,-75.13398242,40.02029727,25,03:47:00,1,0,0,40.02029727,-75.13398242
0101000020E610000048282AD939C652C0EA3C6C1AC2014440,0101000020110F0000FEE09BC3DBE35FC137C94BA4D8915241,36,2019.0,201924036829,0411,2019-04-27,B,M,22,multi,N,N,N,1500 BLOCK E Wingohocking St,0,-75.09728078,40.01373606,24,12:48:00,0,1,0,40.01373606,-75.09728078
0101000020E610000013888D6831C952C0397BEBECF9044440,0101000020110F0000518F10F4E5E85FC16174FB596A955241,37,2019.0,201935037580,0411,2019-04-28,B,M,27,chest,N,N,N,1300 BLOCK W Olney Ave,0,-75.14364065,40.03887713,35,22:56:00,0,1,0,40.03887712,-75.14364065
0101000020E6100000FB36EDF7FECA52C0093F277362FE4340,0101000020110F000006B7A6F5F5EB5FC1BCECC21D1B8E5241,38,2019.0,201922033993,0111,2019-04-26,B,M,18,head,N,N,N,2300 BLOCK Edgley St,0,-75.17181204,39.98737945,22,11:23:00,0,1,1,39.98737945,-75.17181204
0101000020E6100000FB36EDF7FECA52C0093F277362FE4340,0101000020110F000006B7A6F5F5EB5FC1BCECC21D1B8E5241,39,2019.0,201922033993,3006,2019-04-26,B,M,35,back,N,N,N,2300 BLOCK Edgley St,0,-75.17181204,39.98737945,22,11:23:00,0,1,0,39.98737945,-75.17181204
0101000020E6100000626B53C857CE52C0D3D19AB4E3F54340,0101000020110F000075862F58A5F15FC111D339A1B1845241,40,2019.0,201912033037,0411,2019-04-28,B,M,24,back,N,N,N,6300 BLOCK Lindbergh Blvd,0,-75.22410782,39.92101152,12,22:04:00,0,1,0,39.92101152,-75.22410782
0101000020E6100000C06EBF1988C852C05FA52F4280024440,0101000020110F0000F0E0F25DC6E75FC1FA86DE83AB925241,41,2019.0,201925032691,0300,2019-04-27,B,M,19,hand,N,N,N,4500 BLOCK N Lawrence St,0,-75.13330692,40.01953914,25,01:52:00,0,1,0,40.01953914,-75.13330692
0101000020E61000003C391AF215CA52C0E4558CA92A094440,0101000020110F0000F3C2A0256AEA5FC15C09D8A3109A5241,42,2019.0,201914036187,0111,2019-04-20,B,M,49,multi,N,N,N,7800 BLOCK Ogontz Ave,0,-75.15758946,40.07161445,14,19:42:00,0,1,1,40.07161445,-75.15758946
0101000020E6100000F5C3007009CE52C0B9CED8FA96FA4340,0101000020110F0000B1C5804420F15FC1F3AD2C7FE6895241,43,2019.0,201918033012,0411,2019-04-21,B,M,23,multi,N,N,N,100 BLOCK S 49th St,0,-75.21932602,39.95773254,18,14:24:00,0,1,0,39.95773254,-75.21932602
0101000020E6100000F5C3007009CE52C0B9CED8FA96FA4340,0101000020110F0000B1C5804420F15FC1F3AD2C7FE6895241,44,2019.0,201918033013,0411,2019-04-21,B,M,22,multi,N,N,N,100 BLOCK S 49th St,0,-75.21932602,39.95773254,18,14:50:00,0,1,0,39.95773254,-75.21932602
0101000020E61000009A58857287CC52C002241E79B5F74340,0101000020110F00000C36DC9F90EE5FC1C78EC979B5865241,45,2019.0,201917015948,0411,2019-04-21,B,F,36,elbow,N,N,N,1500 BLOCK S 31st St,0,-75.19576705,39.93522562,17,21:58:00,0,1,0,39.93522562,-75.19576705
0101000020E61000009A58857287CC52C002241E79B5F74340,0101000020110F00000C36DC9F90EE5FC1C78EC979B5865241,46,2019.0,201917015950,0411,2019-04-21,B,M,23,multi,N,N,N,1500 BLOCK S 31st St,0,-75.19576705,39.93522562,17,22:55:00,0,1,0,39.93522562,-75.19576705
0101000020E61000009A58857287CC52C002241E79B5F74340,0101000020110F00000C36DC9F90EE5FC1C78EC979B5865241,47,2019.0,201917015961,0411,2019-04-21,B,F,18,leg,N,N,N,1500 BLOCK S 31st St,0,-75.19576705,39.93522562,17,23:12:00,0,1,0,39.93522562,-75.19576705
0101000020E61000009A58857287CC52C002241E79B5F74340,0101000020110F00000C36DC9F90EE5FC1C78EC979B5865241,48,2019.0,201917015962,0411,2019-04-22,B,F,16,leg,N,N,N,1500 BLOCK S 31st St,0,-75.19576705,39.93522562,17,00:03:00,0,1,0,39.93522562,-75.19576705
0101000020E6100000A297723A60C752C0AD21C4D7CF024440,0101000020110F000069DC54CCCFE55FC1608593C603935241,49,2019.0,201925030970,0411,2019-04-21,W,M,24,multi,N,N,N,500 BLOCK E Louden St,0,-75.11524831,40.02196786,25,00:10:00,0,1,0,40.02196786,-75.11524831
0101000020E61000007239B93A9BCE52C0DD4F9D797FFD4340,0101000020110F0000874BE6E817F25FC1331951881F8D5241,50,2019.0,201919032619,0411,2019-04-19,B,M,15,head,N,N,N,5300 BLOCK Jefferson St,0,-75.22822445,39.98045273,19,20:16:00,0,1,0,39.98045273,-75.22822445
0101000020E6100000BFC130C333CF52C0365940F4E6FB4340,0101000020110F0000B669A6001BF35FC1992B81C85A8B5241,51,2019.0,201919032636,0411,2019-04-19,B,M,29,shoulder,N,N,N,400 BLOCK N 59th St,0,-75.23753433,39.96798566,19,23:09:00,0,1,0,39.96798566,-75.23753433
0101000020E6100000EF18812595C952C02D55920A1D024440,0101000020110F0000DB1E5A5E8FE95FC16ADF507C3D925241,52,2019.0,201939037057,0411,2019-05-07,B,M,04,buttocks,N,N,N,4100 BLOCK N Broad St,0,-75.14972818,40.01651127,39,19:50:00,0,1,0,40.01651127,-75.14972818
0101000020E6100000EF18812595C952C02D55920A1D024440,0101000020110F0000DB1E5A5E8FE95FC16ADF507C3D925241,53,2019.0,201939037072,0411,2019-05-07,B,M,27,,N,N,N,4100 BLOCK N Broad St,0,-75.14972818,40.01651127,39,20:27:00,0,1,0,40.01651127,-75.14972818
0101000020E6100000EF18812595C952C02D55920A1D024440,0101000020110F0000DB1E5A5E8FE95FC16ADF507C3D925241,54,2019.0,201939037114,0411,2019-05-07,B,M,28,,N,N,N,4100 BLOCK N Broad St,0,-75.14972818,40.01651127,39,23:00:00,0,1,0,40.01651127,-75.14972818
0101000020E61000006D437BAB24CA52C0612D467688024440,0101000020110F0000B5304C2883EA5FC17421DF9CB4925241,55,2019.0,201939037117,0411,2019-05-07,B,M,21,thigh,N,N,N,1900 BLOCK Dennie St,0,-75.15848815,40.01978949,39,22:19:00,0,1,0,40.01978949,-75.15848815
0101000020E61000007B5F22FF48CF52C042A3E83F73F64340,0101000020110F0000F7CA25123FF35FC1D4B3989850855241,56,2019.0,201912035787,0411,2019-05-07,B,M,30,multi,N,N,N,6700 BLOCK Upland St,0,-75.23883036,39.92539214,12,22:23:00,0,1,0,39.92539214,-75.23883036
0101000020E61000005197B5E215C952C0AA1CC5FF3E014440,0101000020110F0000BF8EFD33B7E85FC140EF8F4347915241,57,2019.0,201925035784,0111,2019-05-07,W,M,20,back,N,N,N,3800 BLOCK N Darien St,1,-75.14196079,40.00973508,25,18:51:00,0,1,1,40.00973508,-75.14196079
0101000020E610000019168A1155CB52C04AB0DDE286074440,0101000020110F0000E66D8C3588EC5FC1E410D9CB3E985241,58,2019.0,201914042901,0411,2019-05-09,B,M,51,chest,N,N,N,6600 BLOCK Blackmore St,0,-75.17706717,40.0588039,14,16:58:00,0,1,0,40.0588039,-75.17706717
0101000020E6100000BB9D3BC96FCE52C0D1ABA69050F64340,0101000020110F0000B2B6ED1DCEF15FC18ED1202F2A855241,59,2019.0,201912036348,0411,2019-05-09,B,M,21,head,N,N,N,6200 BLOCK Dickens Ave,0,-75.22557288,39.92433365,12,21:51:00,0,1,0,39.92433365,-75.22557288
0101000020E6100000E2D56AF65DC352C008F55FAD7B074440,0101000020110F00003EE4209500DF5FC153B0C15B32985241,60,2019.0,201902026359,0412,2019-05-12,W,M,17,multi,N,N,N,7900 BLOCK Bustleton Ave,1,-75.05261002,40.05846183,02,02:46:00,0,1,0,40.05846183,-75.05261002
0101000020E610000072681526A1C652C0350D8AE601014440,0101000020110F00005500F73A8BE45FC16A92298403915241,61,2019.0,201924041814,0411,2019-05-10,B,M,21,multi,N,N,N,4000 BLOCK Howland St,0,-75.10358574,40.0078705,24,21:48:00,0,1,0,40.0078705,-75.10358574
0101000020E6100000EE24E0DFF9C952C0D98A47F391F64340,0101000020110F0000CB3619773AEA5FC164CFB39872855241,62,2019.0,201903031181,0411,2019-05-10,B,M,28,stomach,N,N,N,1800 BLOCK S 6th St,0,-75.15587613,39.92632905,03,22:27:00,0,1,0,39.92632905,-75.15587613
0101000020E610000020CFB2179FCA52C047A02C42D2004440,0101000020110F0000C453CF1A53EB5FC12CE3D8B0CE905241,63,2019.0,201939038132,0411,2019-05-11,W,M,32,leg,N,N,N,2200 BLOCK W Ontario St,0,-75.16596024,40.00641658,39,00:33:00,0,1,0,40.00641658,-75.16596024
0101000020E6100000D98EB12C3BCC52C0503F034587064440,0101000020110F0000FE1547110FEE5FC139E49B2B23975241,64,2019.0,201914043197,0300,2019-05-10,B,M,56,hip,N,N,N,100 BLOCK Carpenter Ln,0,-75.19111173,40.0510031,14,15:31:00,0,1,0,40.0510031,-75.19111173
0101000020E6100000B2D60E4E9DCF52C0D2B5E5127DF44340,0101000020110F00006B56EA46CEF35FC1C3CF048324835241,65,2019.0,201912036760,0300,2019-05-11,A,M,35,leg,N,N,N,7400 BLOCK Buist Ave,0,-75.24397613,39.91006695,12,01:31:00,0,1,0,39.91006695,-75.24397613
0101000020E6100000334A3C45F3CA52C02C1FF600E5FD4340,0101000020110F00003DF5DD16E2EB5FC16375E210908D5241,66,2019.0,201922038743,0411,2019-05-10,B,M,26,multi,N,N,N,1900 BLOCK N Croskey St,0,-75.17109805,39.98355115,22,17:29:00,0,1,0,39.98355114,-75.17109805
0101000020E6100000334A3C45F3CA52C02C1FF600E5FD4340,0101000020110F00003DF5DD16E2EB5FC16375E210908D5241,67,2019.0,201922038772,0411,2019-05-10,B,M,26,head/multi,N,N,N,1900 BLOCK N Croskey St,0,-75.17109805,39.98355115,22,20:02:00,0,1,0,39.98355114,-75.17109805
0101000020E6100000334A3C45F3CA52C02C1FF600E5FD4340,0101000020110F00003DF5DD16E2EB5FC16375E210908D5241,68,2019.0,201922038773,0411,2019-05-10,B,M,27,foot,N,N,N,1900 BLOCK N Croskey St,0,-75.17109805,39.98355115,22,20:02:00,0,1,0,39.98355114,-75.17109805
0101000020E6100000DAA5B2CD32C952C05A0ED34272F74340,0101000020110F0000411DB652E8E85FC1366CD1076B865241,69,2019.0,201926019791,0411,2019-05-17,B,M,43,arm,N,N,N,1000 BLOCK Delaware Ave,0,-75.1437258,39.93317447,26,00:59:00,0,1,0,39.93317447,-75.1437258
0101000020E6100000E22A47AF63C952C066F149C467044440,0101000020110F00001A58495A3BE95FC1EF9A8538C8945241,70,2019.0,201935044261,0411,2019-05-19,B,M,25,abdomen,N,N,N,5300 BLOCK N Carlisle St,0,-75.14670927,40.03441671,35,23:53:00,0,1,0,40.03441671,-75.14670927
0101000020E6100000E22A47AF63C952C066F149C467044440,0101000020110F00001A58495A3BE95FC1EF9A8538C8945241,71,2019.0,201935044278,0411,2019-05-20,B,M,25,multi,N,N,N,5300 BLOCK N Carlisle St,0,-75.14670927,40.03441671,35,02:11:00,0,1,0,40.03441671,-75.14670927
0101000020E6100000057A130987CB52C01210D58C73F74340,0101000020110F0000AFC34215DDEC5FC1E4AF55756C865241,72,2019.0,201917020596,0411,2019-05-19,B,F,43,abdom,N,N,N,2100 BLOCK Dickinson St,0,-75.18011691,39.93321381,17,01:10:00,0,1,0,39.93321381,-75.18011691
0101000020E61000005CD2288F34C852C095FFDA0B96034440,0101000020110F0000ED26AD7638E75FC1702FD899DF935241,73,2018.0,201835026415,0300,2018-04-02,B,M,46,multi,N,N,N,200 BLOCK W LINDLEY AVE,0,-75.12820796,40.02801655,35,19:10:00,1,0,0,40.02801655,-75.12820796
0101000020E61000006D90072A7CC552C0E807BF1E5D064440,0101000020110F0000FF0C089199E25FC15BB0CA67F4965241,74,2018.0,201802016272,0411,2018-04-02,B,M,23,shoulder,N,N,N,800 BLOCK UNRUH ST,0,-75.08570338,40.0497168,02,18:01:00,0,1,0,40.0497168,-75.08570338
0101000020E6100000C32A41F3F7C952C0B75C6003E0024440,0101000020110F00006507553237EA5FC124C395B515935241,75,2018.0,201835026345,0411,2018-04-02,W,M,33,hip,N,N,N,4500 BLOCK N GRATZ ST,1,-75.15575868,40.02246134,35,15:50:00,0,1,0,40.02246134,-75.15575868
0101000020E61000000D9F3A77B7C952C0ABEF575CF7074440,0101000020110F0000041FCAA9C9E95FC1D9C3049BBB985241,76,2018.0,201814027475,0300,2018-04-02,B,M,35,leg,N,N,N,7100 BLOCK N OGONTZ AV,0,-75.15182286,40.06223635,14,17:20:00,0,1,0,40.06223635,-75.15182286
0101000020E61000005519A5CFF7C952C07CACE828EA004440,0101000020110F00004C78D8F536EA5FC16DC64131E9905241,77,2018.0,201839022063,0411,2018-04-03,B,M,29,calf,N,N,N,3500 BLOCK N Smedley St,0,-75.15575019,40.00714599,39,11:10:00,0,1,0,40.00714599,-75.15575019
0101000020E610000047A3C87B91CF52C0E6CF75E9F8F64340,0101000020110F000005ED7B32BAF35FC1017CC3A0E4855241,78,2018.0,201818018393,0411,2018-03-31,B,M,21,foot,N,N,N,65th & Cobbs creek Pkwy,0,-75.24325461,39.92947119,18,04:45:00,0,1,0,39.92947119,-75.24325461
0101000020E6100000F5C14BD354C752C074B1ABC162FF4340,0101000020110F0000D9CBDB6DBCE55FC17B422C3E378F5241,79,2018.0,201824026927,0411,2018-04-04,B,M,17,wrist,N,N,N,1800 BLOCK E CLEMENTINE ST,0,-75.11455233,39.99520131,24,06:57:00,0,1,0,39.99520131,-75.11455233
0101000020E6100000226F98EC48CB52C0079ED6C809094440,0101000020110F00000BC4B19473EC5FC13F8EA526EC995241,80,2018.0,201814027934,0411,2018-04-04,B,M,31,multi,N,N,N,8200 BLOCK LOWBER AV,0,-75.17632594,40.0706111,14,12:08:00,0,1,0,40.0706111,-75.17632594
0101000020E6100000626E311EE9C852C0FD35B45C91FF4340,0101000020110F00009E7D26296BE85FC18EDD1CE96A8F5241,81,2018.0,201825025159,0411,2018-04-05,W,M,22,head/multi,N,N,N,500 BLOCK W Indiana Ave,0,-75.13922839,39.9966236,25,22:15:00,0,1,0,39.9966236,-75.13922839
0101000020E61000004D4F37D4D8C852C03110808F2C004440,0101000020110F00004455067E4FE85FC1AB4E50F916905241,82,2018.0,201825024963,0411,2018-04-05,B,M,23,leg,N,N,N,3300 BLOCK N 5th St,0,-75.13823419,40.00135988,25,01:46:00,0,1,0,40.00135988,-75.13823419
0101000020E6100000174E0CA87BCA52C00AE7C71DBE034440,0101000020110F0000DEE3B2E916EB5FC132D6660B0C945241,83,2018.0,201839021748,0411,2018-04-02,B,M,20,ankle,N,N,N,5000 BLOCK Gremantown Ave,0,-75.16379739,40.02923939,39,01:25:00,0,1,0,40.02923939,-75.16379739
0101000020E6100000838E6F5285CE52C07EE94889B8FB4340,0101000020110F00005C91A8B2F2F15FC1DF3D5F58278B5241,84,2018.0,201819026600,0411,2018-04-06,B,M,43,chest,N,N,N,5300 BLOCK Parrish St,0,-75.22688733,39.9665691,19,23:26:00,0,1,0,39.9665691,-75.22688733
0101000020E61000005BAFAF9637C952C03DC3ED33DB034440,0101000020110F0000183D7A73F0E85FC18FCB684E2C945241,85,2018.0,201835027748,0411,2018-04-06,B,M,24,back,N,N,N,1200 BLOCK Lindley Ave,0,-75.14401786,40.03012704,35,23:21:00,0,1,0,40.03012704,-75.14401786
0101000020E61000001D7CDDF930C852C06F8146E161FF4340,0101000020110F00003D4A8F6032E75FC13E416845368F5241,86,2019.0,201924045616,0411,2019-05-21,W,M,18,chest,N,N,N,200 BLOCK E Indiana Ave,1,-75.12798926,39.99517456,24,12:10:00,0,1,0,39.99517456,-75.12798926
0101000020E61000007681DC8FA5C552C027BDF3B491024440,0101000020110F0000CFE483E2DFE25FC1857788DDBE925241,87,2019.0,201915049541,0411,2019-05-21,B,M,29,leg,N,N,N,1200 BLOCK Herbert St,0,-75.0882301,40.02007162,15,10:41:00,0,1,0,40.02007162,-75.0882301
0101000020E6100000454C470828CF52C0884270018DFC4340,0101000020110F0000ADE4E61307F35FC1449B60CD128C5241,88,2019.0,201919043032,0411,2019-05-21,B,M,19,arm,N,N,N,5800 BLOCK Master St,0,-75.23681838,39.97305315,19,00:23:00,0,1,0,39.97305315,-75.23681838
0101000020E6100000D2A1783AFCC852C0FF10F2AC6A014440,0101000020110F0000B7532D9F8BE85FC10512D4B177915241,89,2019.0,201925040186,0111,2019-05-22,B,M,23,torso,N,N,N,3900 BLOCK N Franklin St,0,-75.1403948,40.01106798,25,00:17:00,0,1,1,40.01106798,-75.1403948
0101000020E61000004599916A2DC652C026CD176212014440,0101000020110F00006B42A6A5C6E35FC1599CDDCA15915241,90,2019.0,201924045974,0411,2019-05-22,W,M,40,shoulder,N,N,N,1500 BLOCK E Lycoming St,1,-75.09652199,40.00837351,24,08:37:00,0,1,0,40.00837351,-75.09652199
0101000020E61000009293895B45C752C0B7BB419348FF4340,0101000020110F0000B46DCF27A2E55FC17B29E3371A8F5241,91,2019.0,201924046052,0411,2019-05-22,B,M,18,ankle,N,N,N,3100 BLOCK Jasper St,0,-75.11360825,39.99440232,24,14:11:00,0,1,0,39.99440232,-75.11360825
0101000020E61000009293895B45C752C0B7BB419348FF4340,0101000020110F0000B46DCF27A2E55FC17B29E3371A8F5241,92,2019.0,201924046058,0411,2019-05-22,B,M,23,back,N,N,N,3100 BLOCK Jasper St,0,-75.11360825,39.99440232,24,14:22:00,0,1,0,39.99440232,-75.11360825
0101000020E6100000AFEAAC16D8C952C0DEBFC3FE7CFC4340,0101000020110F00000FCF8F1301EA5FC1876E0E0F018C5241,93,2019.0,201922042925,0111,2019-05-23,B,M,25,multi,N,N,N,1300 BLOCK N 11th St,0,-75.153814,39.97256455,22,19:50:00,0,1,1,39.97256455,-75.153814
0101000020E6100000C6170E002CCA52C049DE944D14FE4340,0101000020110F000007BDD89B8FEA5FC1AAB3697EC48D5241,94,2019.0,201922042970,0111,2019-05-23,B,M,24,head/multi,N,N,N,1500 BLOCK W Diamond St,0,-75.15893556,39.9849946,22,21:24:00,0,1,1,39.9849946,-75.15893556
0101000020E6100000C6170E002CCA52C049DE944D14FE4340,0101000020110F000007BDD89B8FEA5FC1AAB3697EC48D5241,95,2019.0,201922042970,3006,2019-05-23,B,F,35,abdomen,N,N,N,1500 BLOCK W Diamond St,0,-75.15893556,39.9849946,22,21:24:00,0,1,0,39.9849946,-75.15893556
0101000020E61000003F5BA4DC3FCF52C0FF38693331F54340,0101000020110F00003DB4FB8D2FF35FC1725809F6EB835241,96,2019.0,201912041125,0111,2019-05-24,B,M,21,multi,N,N,N,2500 BLOCK S 71ST ST,0,-75.23827282,39.91556399,12,19:30:00,0,1,1,39.91556399,-75.23827282
0101000020E61000005C8195016FC752C0E2FD9F6052004440,0101000020110F0000B68B5EE6E8E55FC15833EAE640905241,97,2019.0,201925041527,0411,2019-05-25,W,M,22,foot,N,N,N,700 BLOCK E KINGSTON ST,1,-75.11615028,40.00251396,25,21:40:00,0,1,0,40.00251396,-75.11615028
0101000020E61000005C8195016FC752C0E2FD9F6052004440,0101000020110F0000B68B5EE6E8E55FC15833EAE640905241,98,2019.0,201925041539,0411,2019-05-25,W,M,21,leg,N,N,N,700 BLOCK E KINGSTON ST,1,-75.11615028,40.00251396,25,22:32:00,0,1,0,40.00251396,-75.11615028
0101000020E6100000CC5414F1CECB52C02A905521D0F74340,0101000020110F0000D3591B3957ED5FC173EC8E00D3865241,99,2019.0,201917020614,0411,2019-05-19,B,M,27,,N,N,N,1300 BLOCK S Ringgold St,0,-75.18450572,39.93603913,17,06:16:00,0,1,0,39.93603913,-75.18450572
0101000020E6100000D8985B4A2BC452C0BD67C988B0064440,0101000020110F0000FE53455A5DE05FC130F159F450975241,100,2019.0,201902027782,0411,2019-05-19,W,M,17,back,N,N,N,7300 BLOCK Castor Ave,1,-75.06514224,40.0522624,02,03:04:00,0,1,0,40.0522624,-75.06514224
0101000020E6100000156D54C891C952C0CFBD452F3C024440,0101000020110F0000577C8FA789E95FC1BF51B60560925241,101,2019.0,201939040473,0411,2019-05-18,B,M,34,multi,N,N,N,4200 BLOCK N Broad St,0,-75.14952286,40.01746169,39,04:18:00,0,1,0,40.01746169,-75.14952286
0101000020E6100000E1E4A706D4C952C0CA55A845AFFB4340,0101000020110F000091D8FB2CFAE95FC1D70548141D8B5241,102,2019.0,201906022903,0411,2019-05-17,B,F,37,foot,N,N,N,800 BLOCK N 10th St,0,-75.15356604,39.96628638,06,21:21:00,0,1,0,39.96628638,-75.15356604
0101000020E610000095355E78ADC952C0DB35BE82F6FE4340,0101000020110F00003A814EAFB8E95FC1C4F8713EBF8E5241,103,2019.0,201922047149,0411,2019-06-04,B,M,27,abdomen,N,N,N,2600 BLOCK N 12th St,0,-75.15121278,39.99189791,22,16:47:00,0,1,0,39.99189791,-75.15121278
0101000020E6100000171230BA7CCB52C0AB8BA1BD76044440,0101000020110F00005CEDD792CBEC5FC1AD08A4D4D8945241,104,2019.0,201914051809,0411,2019-06-04,B,M,38,chest,N,N,N,200 BLOCK W Rittenhouse St,0,-75.17948774,40.03487369,14,16:25:00,0,1,0,40.03487368,-75.17948775
0101000020E61000008F8C72BC84CB52C00BD100623BF74340,0101000020110F000010756A2DD9EC5FC13A1E8A3F2E865241,105,2019.0,201917023625,0411,2019-06-04,B,M,29,multi,N,N,N,2100 BLOCK Fernon St,0,-75.17997657,39.93149972,17,17:38:00,0,1,0,39.93149972,-75.17997657
0101000020E61000000445E2D47DCA52C0235336930CFA4340,0101000020110F000078598A9B1AEB5FC1EC8A3B264D895241,106,2019.0,201909022611,0411,2019-06-05,B,M,18,,N,N,N,1400 BLOCK JFK Blvd,0,-75.16393015,39.95350876,09,21:56:00,0,1,0,39.95350876,-75.16393015
0101000020E61000000445E2D47DCA52C0235336930CFA4340,0101000020110F000078598A9B1AEB5FC1EC8A3B264D895241,107,2019.0,201909022609,0411,2019-06-05,B,M,16,,N,N,N,1400 BLOCK JFK Blvd,0,-75.16393015,39.95350876,09,21:44:00,0,1,0,39.95350876,-75.16393015
0101000020E6100000FC96CEC1D2BE52C0A73960F4E8084440,0101000020110F0000ABEDCBC248D75FC1EBEE2DB7C7995241,108,2019.0,201908020172,0411,2019-06-05,B,M,30,back,N,N,N,10800 BLOCK Knights Rd,0,-74.98161359,40.06960921,08,22:08:00,0,1,0,40.06960921,-74.98161359
0101000020E61000009ACCDB85A4C652C07A354069A8FF4340,0101000020110F0000AD6D2CF690E45FC1DB6EA876848F5241,109,2019.0,201924051372,0411,2019-06-05,B,M,19,leg,N,N,N,3500 BLOCK Joyce St,0,-75.10379168,39.997327,24,00:18:00,0,1,0,39.997327,-75.10379168
0101000020E6100000E9BFDE2FACCE52C0B5F0E5D31DF84340,0101000020110F00009B1EC6B634F25FC14D99A41029875241,110,2019.0,201912045394,0411,2019-06-05,B,M,18,arm,N,N,N,5700 BLOCK Windsor St,0,-75.22925946,39.93841027,12,16:59:00,0,1,0,39.93841027,-75.22925946
0101000020E61000003EE1911D80CE52C022AF624C55FC4340,0101000020110F000048CDA6DAE9F15FC1B727D310D58B5241,111,2019.0,201919048207,0411,2019-06-05,B,M,37,multi,N,N,N,Wilton & Girard,0,-75.22656955,39.9713531,19,18:15:00,0,1,0,39.9713531,-75.22656955
0101000020E6100000C2C6ED7EF2C852C01F2ED6C359FE4340,0101000020110F0000E2A30A177BE85FC12AC7447D118E5241,112,2019.0,201926023141,0111,2019-06-06,W,F,24,head,N,N,N,2300 BLOCK N Leithgow St,1,-75.13980076,39.98711441,26,08:49:00,1,0,1,39.98711441,-75.13980077
0101000020E6100000D7BD78B344CD52C0784443CE94034440,0101000020110F000082464717D2EF5FC15F269739DE935241,113,2019.0,201905009905,0411,2019-06-08,W,M,37,neck,N,N,N,600 BLOCK Walnut Ln,0,-75.20731818,40.02797869,05,03:27:00,0,1,0,40.02797869,-75.20731818
0101000020E6100000D9C4138BA9C152C06E0F6BBFEF0D4440,0101000020110F00002DF2CA471BDC5FC1534ED63A5C9F5241,114,2019.0,201907015010,0411,2019-06-07,W,M,42,thigh,N,N,N,10200 BLOCK Bustleton Ave,0,-75.0259731,40.10887902,07,22:07:00,1,0,0,40.10887902,-75.0259731
0101000020E6100000D9C4138BA9C152C06E0F6BBFEF0D4440,0101000020110F00002DF2CA471BDC5FC1534ED63A5C9F5241,115,2019.0,201907015018,0411,2019-06-08,W,M,68,knee,N,N,N,10200 BLOCK Bustleton Ave,0,-75.0259731,40.10887902,07,00:16:00,1,0,0,40.10887902,-75.0259731
0101000020E610000033993B442DCB52C015B3358D33054440,0101000020110F00006668FC9944EC5FC137FC1F47AA955241,116,2019.0,201914053320,0411,2019-06-09,B,M,20,back,N,N,N,5900 BLOCK Baynton St,0,-75.17463785,40.04063573,14,00:13:00,0,1,0,40.04063573,-75.17463785
