officer_id,po_race,po_sex,po_assigned_unit,po_district_number,allegations_investigated,investigative_findings,disciplinary_findings,complaint_id,officer_complaint_id
28705500,white,male,9800 Internal Affairs,,Criminal Allegation,No Sustained Findings,Not Applicable,15-0710,15-0710-28705500
71463586,white,male,6100 SOUTH DETECTIVES,,Lack of Service,No Sustained Findings,Not Applicable,15-0710,15-0710-71463586
48095666,black,male,6003 HOMICIDE UNIT,,Lack of Service,No Sustained Findings,Not Applicable,15-0710,15-0710-48095666
44741403,white,male,9800 Internal Affairs,,Criminal Allegation,No Sustained Findings,Not Applicable,15-0710,15-0710-44741403
27881509,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0711,15-0711-27881509
27881509,white,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0711,15-0711-27881509
59379827,white,female,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0711,15-0711-59379827
59379827,white,female,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0711,15-0711-59379827
76921388,black,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,15-0712,15-0712-76921388
76921388,black,male,2500 25TH DISTRICT,25,Verbal Abuse,No Sustained Findings,Not Applicable,15-0712,15-0712-76921388
76921388,black,male,2500 25TH DISTRICT,25,Departmental Violation,Sustained Finding,Training/Counseling,15-0712,15-0712-76921388
29584733,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,15-0712,15-0712-29584733
29584733,white,male,2500 25TH DISTRICT,25,Criminal Allegation,No Sustained Findings,Not Applicable,15-0712,15-0712-29584733
43053972,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,15-0712,15-0712-43053972
43053972,white,male,2500 25TH DISTRICT,25,Criminal Allegation,No Sustained Findings,Not Applicable,15-0712,15-0712-43053972
43053972,white,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,15-0712,15-0712-43053972
29584733,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,15-0712,15-0712-29584733
29584733,white,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,15-0712,15-0712-29584733
29584733,white,male,2500 25TH DISTRICT,25,Verbal Abuse,No Sustained Findings,Not Applicable,15-0712,15-0712-29584733
43053972,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,15-0712,15-0712-43053972
11798898,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0713,15-0713-11798898
48705064,black,female,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0713,15-0713-48705064
95517808,black,female,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,15-0714,15-0714-95517808
24119035,black,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,15-0714,15-0714-24119035
62526552,latino,female,6600 NORTHWEST DETECTIVE,,Lack of Service,No Sustained Findings,Not Applicable,15-0714,15-0714-62526552
75465013,black,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,15-0714,15-0714-75465013
67392465,white,male,0100 01ST DISTRICT,1,Physical Abuse,No Sustained Findings,Not Applicable,15-0715,15-0715-67392465
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,15-0715,15-0715-
81195585,white,male,0100 01ST DISTRICT,1,Physical Abuse,No Sustained Findings,Not Applicable,15-0715,15-0715-81195585
69356786,black,male,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,15-0716,15-0716-69356786
51629487,black,male,4601 S.W.A.T.,,Physical Abuse,Sustained Finding,Guilty Finding,15-0717,15-0717-51629487
51629487,black,male,4601 S.W.A.T.,,Verbal Abuse,Sustained Finding,Guilty Finding,15-0717,15-0717-51629487
51629487,black,male,4601 S.W.A.T.,,Departmental Violation,Sustained Finding,Guilty Finding,15-0717,15-0717-51629487
51629487,black,male,4601 S.W.A.T.,,Departmental Violation,Sustained Finding,Guilty Finding,15-0717,15-0717-51629487
51629487,black,male,4601 S.W.A.T.,,Disciplinary Code Violation,Sustained Finding,Guilty Finding,15-0717,15-0717-51629487
71914026,black,male,0600 06TH DISTRICT,6,Lack of Service,No Sustained Findings,Not Applicable,15-0718,15-0718-71914026
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,15-0719,15-0719-
,,,,,Lack of Service,No Sustained Findings,Not Applicable,15-0720,15-0720-
96380235,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,15-0721,15-0721-96380235
83072358,black,male,1900 19TH DISTRICT,19,Verbal Abuse,No Sustained Findings,Not Applicable,15-0722,15-0722-83072358
83072358,black,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,15-0722,15-0722-83072358
52843133,black,male,1900 19TH DISTRICT,19,Verbal Abuse,No Sustained Findings,Not Applicable,15-0722,15-0722-52843133
52843133,black,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,15-0722,15-0722-52843133
19052621,white,female,4915 FIREARMS IDENT UNIT,,Lack of Service,No Sustained Findings,Not Applicable,15-0722,15-0722-19052621
16126825,white,male,5200 TRAFFIC DISTRICT,52,Verbal Abuse,No Sustained Findings,Not Applicable,15-0723,15-0723-16126825
96491815,black,male,0600 06TH DISTRICT,6,Verbal Abuse,No Sustained Findings,Not Applicable,15-0724,15-0724-96491815
25302469,black,female,0900 09TH DISTRICT,9,Departmental Violation,No Sustained Findings,Not Applicable,15-0725,15-0725-25302469
62923776,black,male,1800 18TH DISTRICT,18,Verbal Abuse,No Sustained Findings,Not Applicable,15-0726,15-0726-62923776
62923776,black,male,1800 18TH DISTRICT,18,Physical Abuse,No Sustained Findings,Not Applicable,15-0726,15-0726-62923776
91568567,white,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,15-0727,15-0727-91568567
82938806,black,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0728,15-0728-82938806
37839242,black,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0728,15-0728-37839242
46167222,white,male,0800 08TH DISTRICT,8,Departmental Violation,No Sustained Findings,Not Applicable,15-0729,15-0729-46167222
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,15-0729,15-0729-
96491815,black,male,0600 06TH DISTRICT,6,Departmental Violation,No Sustained Findings,Not Applicable,15-0730,15-0730-96491815
60922548,black,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0731,15-0731-60922548
29664213,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,15-0732,15-0732-29664213
29664213,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,15-0732,15-0732-29664213
16617433,black,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0733,15-0733-16617433
31795389,black,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0733,15-0733-31795389
97023965,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0734,15-0734-97023965
35134546,white,male,1400 14TH DISTRICT,14,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0735,15-0735-35134546
60319330,white,male,1400 14TH DISTRICT,14,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0735,15-0735-60319330
85803491,latino,male,0600 06TH DISTRICT,6,Lack of Service,No Sustained Findings,Not Applicable,15-0736,15-0736-85803491
85803491,latino,male,0600 06TH DISTRICT,6,Verbal Abuse,No Sustained Findings,Not Applicable,15-0736,15-0736-85803491
71635248,black,male,7404 NARC FIELD UNIT EAS,,Departmental Violation,No Sustained Findings,Not Applicable,15-0737,15-0737-71635248
20799104,asian,male,7400 NARCOTICS INTEL / I,,Departmental Violation,No Sustained Findings,Not Applicable,15-0738,15-0738-20799104
99483186,black,male,9815 NARCOTICS BUREAU,,Departmental Violation,No Sustained Findings,Not Applicable,15-0738,15-0738-99483186
82966272,white,male,6200 CENTRAL DETECTIVES,,Departmental Violation,No Sustained Findings,Not Applicable,15-0739,15-0739-82966272
76602441,white,male,0900 09TH DISTRICT,9,Departmental Violation,No Sustained Findings,Not Applicable,15-0739,15-0739-76602441
75287687,white,male,0900 09TH DISTRICT,9,Departmental Violation,No Sustained Findings,Not Applicable,15-0739,15-0739-75287687
13881837,white,male,2400 24TH DISTRICT,24,Criminal Allegation,No Sustained Findings,Not Applicable,15-0740,15-0740-13881837
57120763,white,male,2200 22ND DISTRICT,22,Criminal Allegation,No Sustained Findings,Not Applicable,15-0740,15-0740-57120763
50970994,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,15-0741,15-0741-50970994
60288259,white,female,1500 15TH DISTRICT,15,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0742,15-0742-60288259
33907167,white,male,2500 25TH DISTRICT,25,Verbal Abuse,No Sustained Findings,Not Applicable,15-0743,15-0743-33907167
33907167,white,male,2500 25TH DISTRICT,25,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0743,15-0743-33907167
77748281,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,15-0743,15-0743-77748281
77748281,white,male,2500 25TH DISTRICT,25,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0743,15-0743-77748281
77748281,white,male,2500 25TH DISTRICT,25,Verbal Abuse,No Sustained Findings,Not Applicable,15-0743,15-0743-77748281
33907167,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,15-0743,15-0743-33907167
40614148,white,male,1700 17TH DISTRICT,17,Physical Abuse,No Sustained Findings,Not Applicable,15-0744,15-0744-40614148
92629091,latino,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,15-0745,15-0745-92629091
53128778,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,15-0745,15-0745-53128778
15188524,black,female,4912 COURT LIAISON UNIT,,Domestic,Sustained Finding,No Guilty Findings,15-0746,15-0746-15188524
15188524,black,female,4912 COURT LIAISON UNIT,,Departmental Violation,Sustained Finding,No Guilty Findings,15-0746,15-0746-15188524
85068952,white,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,15-0747,15-0747-85068952
85068952,white,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0747,15-0747-85068952
52020017,white,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0747,15-0747-52020017
52020017,white,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,15-0747,15-0747-52020017
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,15-0748,15-0748-
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0748,15-0748-
80194627,white,male,0800 08TH DISTRICT,8,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0749,15-0749-80194627
87887460,white,male,0800 08TH DISTRICT,8,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0749,15-0749-87887460
14938585,black,female,3500 35TH DISTRICT,35,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0750,15-0750-14938585
54117891,black,female,3500 35TH DISTRICT,35,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0750,15-0750-54117891
42163907,black,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,15-0751,15-0751-42163907
42163907,black,male,2500 25TH DISTRICT,25,Criminal Allegation,No Sustained Findings,Not Applicable,15-0751,15-0751-42163907
42163907,black,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,15-0751,15-0751-42163907
42163907,black,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,15-0751,15-0751-42163907
42163907,black,male,2500 25TH DISTRICT,25,Verbal Abuse,No Sustained Findings,Not Applicable,15-0751,15-0751-42163907
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0752,15-0752-
84378015,white,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0752,15-0752-84378015
35689527,white,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0752,15-0752-35689527
30683023,black,male,0300 03RD DISTRICT,3,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0753,15-0753-30683023
54306718,white,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,15-0754,15-0754-54306718
36068384,white,male,9807 SUPP POLICE SERVICE,,Lack of Service,No Sustained Findings,Not Applicable,15-0754,15-0754-36068384
,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0755,15-0755-
81329137,white,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,15-0756,15-0756-81329137
19545633,latino,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,15-0757,15-0757-19545633
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0758,15-0758-
68279954,white,male,0700 07TH DISTRICT,7,Domestic,No Sustained Findings,Not Applicable,15-0759,15-0759-68279954
17630578,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0760,15-0760-17630578
50740625,black,female,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0760,15-0760-50740625
81689454,black,male,1800 18TH DISTRICT,18,Verbal Abuse,No Sustained Findings,Not Applicable,15-0761,15-0761-81689454
10005037,white,male,1400 14TH DISTRICT,14,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0762,15-0762-10005037
52847597,white,male,0700 07TH DISTRICT,7,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0763,15-0763-52847597
11133195,latino,male,0700 07TH DISTRICT,7,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0763,15-0763-11133195
71832315,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,15-0764,15-0764-71832315
90262910,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,15-0764,15-0764-90262910
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,16-0137,16-0137-
90262910,white,male,3500 35TH DISTRICT,35,Harassment,No Sustained Findings,Not Applicable,15-0764,15-0764-90262910
90262910,white,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,15-0764,15-0764-90262910
71832315,white,male,3500 35TH DISTRICT,35,Harassment,No Sustained Findings,Not Applicable,15-0764,15-0764-71832315
43567239,white,male,9844 Domestic Prepardnes,,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0765,15-0765-43567239
65283090,black,male,0600 06TH DISTRICT,6,Departmental Violation,No Sustained Findings,Not Applicable,15-0766,15-0766-65283090
65283090,black,male,0600 06TH DISTRICT,6,Verbal Abuse,No Sustained Findings,Not Applicable,15-0766,15-0766-65283090
63972799,latino,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,15-0767,15-0767-63972799
46706239,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,15-0767,15-0767-46706239
21874906,black,male,9844 Domestic Prepardnes,,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0768,15-0768-21874906
71839181,white,male,2400 24TH DISTRICT,24,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0768,15-0768-71839181
61940500,black,male,1900 19TH DISTRICT,19,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,15-0769,15-0769-61940500
77081376,black,male,1900 19TH DISTRICT,19,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,15-0769,15-0769-77081376
91568567,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,15-0770,15-0770-91568567
91568567,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,15-0770,15-0770-91568567
91568567,white,male,3500 35TH DISTRICT,35,Harassment,No Sustained Findings,Not Applicable,15-0770,15-0770-91568567
91568567,white,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,15-0770,15-0770-91568567
91568567,white,male,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,15-0770,15-0770-91568567
39468480,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,15-0770,15-0770-39468480
39468480,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,15-0770,15-0770-39468480
39468480,white,male,3500 35TH DISTRICT,35,Harassment,No Sustained Findings,Not Applicable,15-0770,15-0770-39468480
61901361,white,female,0100 01ST DISTRICT,1,Verbal Abuse,No Sustained Findings,Not Applicable,15-0771,15-0771-61901361
93447744,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0772,15-0772-93447744
42852441,black,female,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0772,15-0772-42852441
96473619,latino,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0773,15-0773-96473619
86991731,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0773,15-0773-86991731
98846666,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0774,15-0774-98846666
17478830,black,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,15-0775,15-0775-17478830
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,15-0775,15-0775-
18186761,black,female,3900 39TH DISTRICT,39,Departmental Violation,Sustained Finding,Training/Counseling,15-0776,15-0776-18186761
18186761,black,female,3900 39TH DISTRICT,39,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0776,15-0776-18186761
36378061,latino,male,2500 25TH DISTRICT,25,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0777,15-0777-36378061
68135072,white,female,6500 SOUTHWEST DET,,No C.A.P. Investigation,Not Applicable,Not Applicable,15-0778,15-0778-68135072
78836099,black,female,4922 RADIO ROOM,,Criminal Allegation,No Sustained Findings,Not Applicable,15-0779,15-0779-78836099
72490808,black,male,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,15-0779,15-0779-72490808
72911207,white,male,1800 18TH DISTRICT,18,Lack of Service,No Sustained Findings,Not Applicable,15-0780,15-0780-72911207
97023965,white,male,1500 15TH DISTRICT,15,Investigation OnGoing,Pending,Pending,15-0781,15-0781-97023965
60379068,white,male,0800 08TH DISTRICT,8,Investigation OnGoing,Pending,Pending,15-0781,15-0781-60379068
48615285,white,male,1500 15TH DISTRICT,15,Investigation OnGoing,Pending,Pending,15-0781,15-0781-48615285
15923234,white,male,1500 15TH DISTRICT,15,Investigation OnGoing,Pending,Pending,15-0781,15-0781-15923234
60290490,white,male,1500 15TH DISTRICT,15,Investigation OnGoing,Pending,Pending,15-0781,15-0781-60290490
96096994,white,male,1500 15TH DISTRICT,15,Investigation OnGoing,Pending,Pending,15-0781,15-0781-96096994
12759172,asian,male,1700 17TH DISTRICT,17,Verbal Abuse,No Sustained Findings,Not Applicable,15-0782,15-0782-12759172
43240396,black,male,4923 RADIO ROOM,,Lack of Service,No Sustained Findings,Not Applicable,15-0783,15-0783-43240396
76088830,latino,female,4923 RADIO ROOM,,Lack of Service,No Sustained Findings,Not Applicable,15-0783,15-0783-76088830
22351610,white,female,4923 RADIO ROOM,,Lack of Service,No Sustained Findings,Not Applicable,15-0783,15-0783-22351610
38143083,black,female,4923 RADIO ROOM,,Lack of Service,No Sustained Findings,Not Applicable,15-0783,15-0783-38143083
12539102,white,male,6500 SOUTHWEST DET,,Lack of Service,No Sustained Findings,Not Applicable,15-0784,15-0784-12539102
85713540,white,male,2600 26TH DISTRICT,26,Lack of Service,No Sustained Findings,Not Applicable,15-0785,15-0785-85713540
35741197,white,male,1400 14TH DISTRICT,14,Departmental Violation,Sustained Finding,Guilty Finding,15-0786,15-0786-35741197
57045747,asian,male,0200 02ND DISTRICT,2,Lack of Service,No Sustained Findings,Not Applicable,15-0787,15-0787-57045747
73542062,white,male,0200 02ND DISTRICT,2,Lack of Service,No Sustained Findings,Not Applicable,15-0787,15-0787-73542062
84344713,white,male,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,15-0788,15-0788-84344713
44435674,white,male,2200 22ND DISTRICT,22,Physical Abuse,No Sustained Findings,Not Applicable,15-0788,15-0788-44435674
80495550,black,male,4924 RADIO ROOM - DPR,,Criminal Allegation,No Sustained Findings,Not Applicable,15-0789,15-0789-80495550
18313619,white,male,2600 26TH DISTRICT,26,Lack of Service,No Sustained Findings,Not Applicable,15-0790,15-0790-18313619
43852884,white,male,2600 26TH DISTRICT,26,Lack of Service,No Sustained Findings,Not Applicable,15-0790,15-0790-43852884
75416261,white,male,0900 09TH DISTRICT,9,Lack of Service,No Sustained Findings,Not Applicable,15-0790,15-0790-75416261
90889131,white,male,0200 02ND DISTRICT,2,Lack of Service,No Sustained Findings,Not Applicable,15-0791,15-0791-90889131
92204057,black,male,1400 14TH DISTRICT,14,Lack of Service,No Sustained Findings,Not Applicable,15-0792,15-0792-92204057
64153558,black,female,1400 14TH DISTRICT,14,Lack of Service,No Sustained Findings,Not Applicable,15-0792,15-0792-64153558
10005037,white,male,1400 14TH DISTRICT,14,Lack of Service,Sustained Finding,Training/Counseling,15-0792,15-0792-10005037
49788591,latino,male,9807 SUPP POLICE SERVICE,,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0002,16-0002-49788591
16617433,black,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0003,16-0003-16617433
42698976,white,male,5200 TRAFFIC DISTRICT,52,Verbal Abuse,No Sustained Findings,Not Applicable,16-0004,16-0004-42698976
10551607,black,female,7700 AIRPORT,,Verbal Abuse,No Sustained Findings,Not Applicable,16-0005,16-0005-10551607
,,,,,Lack of Service,No Sustained Findings,Not Applicable,16-0006,16-0006-
34517423,white,female,1500 15TH DISTRICT,15,Domestic,No Sustained Findings,Not Applicable,16-0006,16-0006-34517423
75233613,other,female,4921 RADIO ROOM,,Unprofessional Conduct,No Sustained Findings,Not Applicable,16-0007,16-0007-75233613
96914445,black,female,1900 19TH DISTRICT,19,Lack of Service,No Sustained Findings,Not Applicable,16-0008,16-0008-96914445
80038415,black,female,1900 19TH DISTRICT,19,Lack of Service,Sustained Finding,Training/Counseling,16-0008,16-0008-80038415
96659013,black,male,1900 19TH DISTRICT,19,Departmental Violation,Sustained Finding,Training/Counseling,16-0008,16-0008-96659013
80038415,black,female,1900 19TH DISTRICT,19,Departmental Violation,Sustained Finding,Training/Counseling,16-0008,16-0008-80038415
50519525,other,female,4922 RADIO ROOM,,Unprofessional Conduct,No Sustained Findings,Not Applicable,16-0008,16-0008-50519525
96659013,black,male,1900 19TH DISTRICT,19,Lack of Service,Sustained Finding,Training/Counseling,16-0008,16-0008-96659013
68604909,white,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,16-0009,16-0009-68604909
66221391,white,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,16-0009,16-0009-66221391
75370256,white,male,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,16-0010,16-0010-75370256
94354974,latino,female,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,16-0010,16-0010-94354974
,,,,,Lack of Service,No Sustained Findings,Not Applicable,16-0011,16-0011-
68399946,white,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,16-0012,16-0012-68399946
64290544,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,16-0012,16-0012-64290544
68399946,white,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,16-0012,16-0012-68399946
68399946,white,male,1800 18TH DISTRICT,18,Departmental Violation,Sustained Finding,Training/Counseling,16-0012,16-0012-68399946
64290544,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,16-0012,16-0012-64290544
64290544,black,male,1800 18TH DISTRICT,18,Departmental Violation,Sustained Finding,Training/Counseling,16-0012,16-0012-64290544
,,,,,Criminal Allegation,No Sustained Findings,Not Applicable,16-0013,16-0013-
74387323,latino,male,2400 24TH DISTRICT,24,Departmental Violation,No Sustained Findings,Not Applicable,16-0014,16-0014-74387323
78960725,white,male,2400 24TH DISTRICT,24,Departmental Violation,No Sustained Findings,Not Applicable,16-0014,16-0014-78960725
46250306,white,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,16-0014,16-0014-46250306
24055692,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0015,16-0015-24055692
24055692,white,male,3500 35TH DISTRICT,35,Harassment,No Sustained Findings,Not Applicable,16-0015,16-0015-24055692
64999849,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0015,16-0015-64999849
64999849,white,male,3500 35TH DISTRICT,35,Harassment,No Sustained Findings,Not Applicable,16-0015,16-0015-64999849
37460214,white,male,0300 03RD DISTRICT,3,Physical Abuse,No Sustained Findings,Not Applicable,16-0016,16-0016-37460214
68204080,white,male,0300 03RD DISTRICT,3,Physical Abuse,No Sustained Findings,Not Applicable,16-0016,16-0016-68204080
68399946,white,male,1800 18TH DISTRICT,18,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0017,16-0017-68399946
33309442,white,male,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,16-0018,16-0018-33309442
33309442,white,male,6400 NORTHEAST DET,,Verbal Abuse,No Sustained Findings,Not Applicable,16-0018,16-0018-33309442
60845300,white,male,0200 02ND DISTRICT,2,Verbal Abuse,No Sustained Findings,Not Applicable,16-0018,16-0018-60845300
99819299,black,male,7403 NARC FIELD UNIT NOR,,Criminal Allegation,No Sustained Findings,Not Applicable,16-0019,16-0019-99819299
16920415,white,male,2200 22ND DISTRICT,22,Criminal Allegation,No Sustained Findings,Not Applicable,16-0019,16-0019-16920415
82025567,black,male,5800 ACADEMY RECRUIT TRN,,Criminal Allegation,No Sustained Findings,Not Applicable,16-0019,16-0019-82025567
99372636,black,female,7403 NARC FIELD UNIT NOR,,Criminal Allegation,No Sustained Findings,Not Applicable,16-0019,16-0019-99372636
20399991,white,female,9807 SUPP POLICE SERVICE,,Criminal Allegation,No Sustained Findings,Not Applicable,16-0019,16-0019-20399991
62882234,white,male,0700 07TH DISTRICT,7,Lack of Service,No Sustained Findings,Not Applicable,16-0020,16-0020-62882234
80990621,latino,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0021,16-0021-80990621
19482290,latino,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0021,16-0021-19482290
89307271,white,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0021,16-0021-89307271
53768731,white,male,5900 EAST DETECTIVES,,Lack of Service,No Sustained Findings,Not Applicable,16-0021,16-0021-53768731
30769540,white,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0021,16-0021-30769540
