officer_id,po_race,po_sex,po_assigned_unit,po_district_number,allegations_investigated,investigative_findings,disciplinary_findings,complaint_id,officer_complaint_id
37264692,white,male,1900 19TH DISTRICT,19,Physical Abuse,No Sustained Findings,Not Applicable,19-0481,19-0481-37264692
25658494,white,male,1900 19TH DISTRICT,19,Physical Abuse,No Sustained Findings,Not Applicable,19-0481,19-0481-25658494
77535249,white,male,2400 24TH DISTRICT,24,Investigation OnGoing,Pending,Pending,19-0482,19-0482-77535249
31483480,white,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0483,19-0483-31483480
31483480,white,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0483,19-0483-31483480
41901437,asian,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0483,19-0483-41901437
41901437,asian,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0483,19-0483-41901437
76910058,white,male,1900 19TH DISTRICT,19,Lack of Service,No Sustained Findings,Not Applicable,19-0484,19-0484-76910058
23622762,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,19-0485,19-0485-23622762
29348527,black,male,1600 16TH DISTRICT,16,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,19-0486,19-0486-29348527
29348527,black,male,1600 16TH DISTRICT,16,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,19-0486,19-0486-29348527
22560006,black,female,4922 RADIO ROOM 2,,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0487,19-0487-22560006
72321721,white,male,0600 06TH DISTRICT,6,Lack of Service,Sustained Finding,Pending,19-0488,19-0488-72321721
80472547,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Pending,19-0488,19-0488-80472547
80472547,white,male,2200 22ND DISTRICT,22,Lack of Service,Sustained Finding,Pending,19-0488,19-0488-80472547
72321721,white,male,0600 06TH DISTRICT,6,Departmental Violation,Sustained Finding,Pending,19-0488,19-0488-72321721
30250093,white,male,0900 09TH DISTRICT,9,Civil Rights Complaint,No Sustained Findings,Not Applicable,19-0489,19-0489-30250093
30250093,white,male,0900 09TH DISTRICT,9,Lack of Service,No Sustained Findings,Not Applicable,19-0489,19-0489-30250093
55333768,white,male,2400 24TH DISTRICT,24,Investigation OnGoing,Pending,Pending,19-0490,19-0490-55333768
62778550,black,male,5200 TRAFFIC DISTRICT,52,Departmental Violation,Sustained Finding,Training/Counseling,19-0491,19-0491-62778550
62778550,black,male,5200 TRAFFIC DISTRICT,52,Verbal Abuse,No Sustained Findings,Not Applicable,19-0491,19-0491-62778550
62778550,black,male,5200 TRAFFIC DISTRICT,52,Physical Abuse,No Sustained Findings,Not Applicable,19-0491,19-0491-62778550
21507379,black,male,5200 TRAFFIC DISTRICT,52,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0492,19-0492-21507379
,,,,,Investigation OnGoing,Pending,Pending,19-0493,19-0493-
80680944,latino,male,1500 15TH DISTRICT,15,Civil Rights Complaint,No Sustained Findings,Not Applicable,19-0494,19-0494-80680944
,,,,,Investigation OnGoing,Pending,Pending,19-0495,19-0495-
73713724,white,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,19-0496,19-0496-73713724
,,,,,Investigation OnGoing,Pending,Pending,19-0497,19-0497-
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,19-0498,19-0498-
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,19-0498,19-0498-
13519117,white,female,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,19-0499,19-0499-13519117
55343896,white,male,7401 NARC FIELD UNIT,,Investigation OnGoing,Pending,Pending,19-0500,19-0500-55343896
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,19-0501,19-0501-
87549116,white,male,3900 39TH DISTRICT,39,Investigation OnGoing,Pending,Pending,19-0502,19-0502-87549116
73930189,white,male,3900 39TH DISTRICT,39,Investigation OnGoing,Pending,Pending,19-0502,19-0502-73930189
23668596,black,male,7700 AIRPORT,,Investigation OnGoing,Pending,Pending,19-0503,19-0503-23668596
39170305,latino,female,4923 RADIO ROOM 3,,Lack of Service,No Sustained Findings,Not Applicable,19-0504,19-0504-39170305
92526437,black,female,4921 RADIO ROOM 1,,Lack of Service,No Sustained Findings,Not Applicable,19-0504,19-0504-92526437
37864305,latino,male,4923 RADIO ROOM 3,,Departmental Violation,Sustained Finding,Pending,19-0504,19-0504-37864305
37467080,black,female,4921 RADIO ROOM 1,,Lack of Service,No Sustained Findings,Not Applicable,19-0504,19-0504-37467080
37467080,black,female,4921 RADIO ROOM 1,,Departmental Violation,Sustained Finding,Pending,19-0504,19-0504-37467080
37864305,latino,male,4923 RADIO ROOM 3,,Lack of Service,No Sustained Findings,Not Applicable,19-0504,19-0504-37864305
82090284,white,male,1600 16TH DISTRICT,16,Departmental Violation,Sustained Finding,Pending,19-0505,19-0505-82090284
82090284,white,male,1600 16TH DISTRICT,16,Departmental Violation,Sustained Finding,Pending,19-0505,19-0505-82090284
65048257,white,male,1600 16TH DISTRICT,16,Departmental Violation,Sustained Finding,Pending,19-0505,19-0505-65048257
65048257,white,male,1600 16TH DISTRICT,16,Departmental Violation,Sustained Finding,Pending,19-0505,19-0505-65048257
65048257,white,male,1600 16TH DISTRICT,16,Departmental Violation,Sustained Finding,Pending,19-0505,19-0505-65048257
74887029,white,male,1900 19TH DISTRICT,19,Investigation OnGoing,Pending,Pending,19-0506,19-0506-74887029
70888177,white,male,1800 18TH DISTRICT,18,No C.A.P. Investigation,Not Applicable,Not Applicable,19-0507,19-0507-70888177
85132295,white,male,1800 18TH DISTRICT,18,No C.A.P. Investigation,Not Applicable,Not Applicable,19-0507,19-0507-85132295
43852884,white,male,2600 26TH DISTRICT,26,Departmental Violation,Sustained Finding,Training/Counseling,19-0508,19-0508-43852884
70765954,white,male,2600 26TH DISTRICT,26,Departmental Violation,Sustained Finding,Training/Counseling,19-0508,19-0508-70765954
95949708,black,male,0600 06TH DISTRICT,6,Physical Abuse,No Sustained Findings,Not Applicable,19-0508,19-0508-95949708
29431611,white,male,2600 26TH DISTRICT,26,Departmental Violation,Sustained Finding,Training/Counseling,19-0508,19-0508-29431611
95949708,black,male,0600 06TH DISTRICT,6,Departmental Violation,No Sustained Findings,Not Applicable,19-0508,19-0508-95949708
97381021,black,male,9807 SUMMER INITIATIVE,,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0509,19-0509-97381021
97381021,black,male,9807 SUMMER INITIATIVE,,Departmental Violation,Sustained Finding,Pending,19-0509,19-0509-97381021
97381021,black,male,9807 SUMMER INITIATIVE,,Departmental Violation,No Sustained Findings,Not Applicable,19-0509,19-0509-97381021
20227300,asian,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Pending,19-0509,19-0509-20227300
20227300,asian,male,1200 12TH DISTRICT,12,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0509,19-0509-20227300
20227300,asian,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,19-0509,19-0509-20227300
77123090,black,female,3900 39TH DISTRICT,39,Investigation OnGoing,Pending,Pending,19-0510,19-0510-77123090
86917917,black,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,19-0511,19-0511-86917917
54806424,white,male,1600 16TH DISTRICT,16,Investigation OnGoing,Pending,Pending,19-0512,19-0512-54806424
29468519,latino,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,19-0513,19-0513-29468519
15870363,latino,female,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,19-0513,19-0513-15870363
48024598,white,female,7500 DVIC,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,19-0514,19-0514-48024598
45325738,latino,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,19-0515,19-0515-45325738
97007829,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Pending,19-0515,19-0515-97007829
45268060,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Pending,19-0515,19-0515-45268060
62154733,white,male,3900 39TH DISTRICT,39,Investigation OnGoing,Pending,Pending,19-0516,19-0516-62154733
98402063,white,male,1400 14TH DISTRICT,14,Investigation OnGoing,Pending,Pending,19-0516,19-0516-98402063
12471124,white,male,1400 14TH DISTRICT,14,Investigation OnGoing,Pending,Pending,19-0516,19-0516-12471124
87412988,white,male,0700 07TH DISTRICT,7,Departmental Violation,Sustained Finding,Pending,19-0517,19-0517-87412988
11800100,white,male,2500 25TH DISTRICT,25,Investigation OnGoing,Pending,Pending,19-0518,19-0518-11800100
74335481,white,male,2500 25TH DISTRICT,25,Investigation OnGoing,Pending,Pending,19-0518,19-0518-74335481
33468400,latino,male,1700 17TH DISTRICT,17,Investigation OnGoing,Pending,Pending,19-0519,19-0519-33468400
31871263,black,male,1700 17TH DISTRICT,17,Investigation OnGoing,Pending,Pending,19-0519,19-0519-31871263
46989480,latino,male,0200 02ND DISTRICT,2,No C.A.P. Investigation,Not Applicable,Not Applicable,19-0520,19-0520-46989480
16850206,white,male,1600 16TH DISTRICT,16,Departmental Violation,No Sustained Findings,Not Applicable,19-0521,19-0521-16850206
14563505,white,male,1600 16TH DISTRICT,16,Departmental Violation,No Sustained Findings,Not Applicable,19-0521,19-0521-14563505
58002588,black,female,6600 NORTHWEST DETECTIVE,,Departmental Violation,Sustained Finding,Training/Counseling,19-0521,19-0521-58002588
16850206,white,male,1600 16TH DISTRICT,16,Verbal Abuse,No Sustained Findings,Not Applicable,19-0521,19-0521-16850206
14563505,white,male,1600 16TH DISTRICT,16,Departmental Violation,Sustained Finding,Training/Counseling,19-0521,19-0521-14563505
73557168,black,male,1700 17TH DISTRICT,17,Investigation OnGoing,Pending,Pending,19-0522,19-0522-73557168
28716642,white,female,3900 39TH DISTRICT,39,Investigation OnGoing,Pending,Pending,19-0523,19-0523-28716642
31660806,white,male,3900 39TH DISTRICT,39,Investigation OnGoing,Pending,Pending,19-0523,19-0523-31660806
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,19-0524,19-0524-
57364694,black,male,0700 07TH DISTRICT,7,Departmental Violation,No Sustained Findings,Not Applicable,19-0525,19-0525-57364694
34162599,black,female,1600 16TH DISTRICT,16,Investigation OnGoing,Pending,Pending,19-0526,19-0526-34162599
37000848,black,male,7401 NARC FIELD UNIT,,Departmental Violation,Sustained Finding,Training/Counseling,19-0527,19-0527-37000848
37000848,black,male,7401 NARC FIELD UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0527,19-0527-37000848
82711870,black,male,7401 NARC FIELD UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0527,19-0527-82711870
82711870,black,male,7401 NARC FIELD UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0527,19-0527-82711870
82711870,black,male,7401 NARC FIELD UNIT,,Departmental Violation,Sustained Finding,Pending,19-0527,19-0527-82711870
37000848,black,male,7401 NARC FIELD UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0527,19-0527-37000848
18892804,white,male,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,19-0528,19-0528-18892804
16933977,black,male,6702 SPECIAL VICTIMS UNI,,Departmental Violation,No Sustained Findings,Not Applicable,19-0529,19-0529-16933977
71554567,white,male,7800 AVIATION UNIT,,Investigation OnGoing,Pending,Pending,19-0530,19-0530-71554567
67980577,white,male,6002 MAJOR CRIMES UNIT,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,19-0531,19-0531-67980577
,,,,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,19-0532,19-0532-
29180642,black,male,3500 35TH DISTRICT,35,Investigation OnGoing,Pending,Pending,19-0533,19-0533-29180642
13173734,latino,male,3500 35TH DISTRICT,35,Investigation OnGoing,Pending,Pending,19-0533,19-0533-13173734
22282258,white,male,0800 08TH DISTRICT,8,Investigation OnGoing,Pending,Pending,19-0534,19-0534-22282258
50953828,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Pending,19-0535,19-0535-50953828
90630266,white,male,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0535,19-0535-90630266
50953828,white,male,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0535,19-0535-50953828
90630266,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Pending,19-0535,19-0535-90630266
84902955,black,female,3500 35TH DISTRICT,35,Investigation OnGoing,Pending,Pending,19-0536,19-0536-84902955
72965280,white,male,1400 14TH DISTRICT,14,Investigation OnGoing,Pending,Pending,19-0537,19-0537-72965280
61521474,white,male,1200 12TH DISTRICT,12,Investigation OnGoing,Pending,Pending,19-0539,19-0539-61521474
73698789,white,male,1200 12TH DISTRICT,12,Investigation OnGoing,Pending,Pending,19-0539,19-0539-73698789
13173734,latino,male,3500 35TH DISTRICT,35,Investigation OnGoing,Pending,Pending,19-0540,19-0540-13173734
29180642,black,male,3500 35TH DISTRICT,35,Investigation OnGoing,Pending,Pending,19-0540,19-0540-29180642
65007917,black,male,1900 19TH DISTRICT,19,Investigation OnGoing,Pending,Pending,19-0541,19-0541-65007917
65224382,black,male,1900 19TH DISTRICT,19,Investigation OnGoing,Pending,Pending,19-0541,19-0541-65224382
41700937,white,male,3500 35TH DISTRICT,35,Investigation OnGoing,Pending,Pending,19-0542,19-0542-41700937
35772439,white,female,3500 35TH DISTRICT,35,Investigation OnGoing,Pending,Pending,19-0542,19-0542-35772439
94790307,white,male,2400 24TH DISTRICT,24,Investigation OnGoing,Pending,Pending,19-0543,19-0543-94790307
41980745,white,male,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,19-0544,19-0544-41980745
,,,,,Investigation OnGoing,Pending,Pending,19-0545,19-0545-
17518998,white,male,7800 AVIATION UNIT,,Investigation OnGoing,Pending,Pending,19-0546,19-0546-17518998
71554567,white,male,7800 AVIATION UNIT,,Investigation OnGoing,Pending,Pending,19-0546,19-0546-71554567
39659540,white,male,2400 24TH DISTRICT,24,Investigation OnGoing,Pending,Pending,19-0547,19-0547-39659540
22230760,black,male,9807 SUMMER INITIATIVE,,Departmental Violation,Sustained Finding,Pending,19-0548,19-0548-22230760
22230760,black,male,9807 SUMMER INITIATIVE,,Departmental Violation,No Sustained Findings,Not Applicable,19-0548,19-0548-22230760
53047067,white,male,2200 22ND DISTRICT,22,Verbal Abuse,No Sustained Findings,Not Applicable,19-0548,19-0548-53047067
53047067,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Pending,19-0548,19-0548-53047067
53047067,white,male,2200 22ND DISTRICT,22,Verbal Abuse,Sustained Finding,Pending,19-0548,19-0548-53047067
41842729,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Pending,19-0548,19-0548-41842729
49576761,white,male,0300 03RD DISTRICT,3,Departmental Violation,Sustained Finding,Pending,19-0548,19-0548-49576761
41842729,white,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,19-0548,19-0548-41842729
13206006,other,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Pending,19-0548,19-0548-13206006
18814527,white,male,1700 17TH DISTRICT,17,Departmental Violation,Sustained Finding,Pending,19-0548,19-0548-18814527
29657346,latino,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,19-0548,19-0548-29657346
84430887,white,male,6003 HOMICIDE UNIT,,No C.A.P. Investigation,Not Applicable,Not Applicable,19-0549,19-0549-84430887
13381959,latino,female,1500 15TH DISTRICT,15,Harassment,No Sustained Findings,Not Applicable,19-0550,19-0550-13381959
44749643,white,male,4500 CENTER CITY DISTRIC,,Departmental Violation,Sustained Finding,Guilty Finding,19-0551,19-0551-44749643
44749643,white,male,4500 CENTER CITY DISTRIC,,Departmental Violation,Sustained Finding,Guilty Finding,19-0551,19-0551-44749643
44749643,white,male,4500 CENTER CITY DISTRIC,,Verbal Abuse,Sustained Finding,Guilty Finding,19-0551,19-0551-44749643
95374986,black,male,5400 AID,,Lack of Service,No Sustained Findings,Not Applicable,19-0552,19-0552-95374986
95374986,black,male,5400 AID,,Lack of Service,No Sustained Findings,Not Applicable,19-0552,19-0552-95374986
95374986,black,male,5400 AID,,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0552,19-0552-95374986
77090818,black,male,5300 HIGHWAY PATROL,,Investigation OnGoing,Pending,Pending,19-0553,19-0553-77090818
74537698,white,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-74537698
74537698,white,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-74537698
74537698,white,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-74537698
64149782,white,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-64149782
64149782,white,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-64149782
48095666,black,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-48095666
48095666,black,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-48095666
15488073,black,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-15488073
48095666,black,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-48095666
45466844,white,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-45466844
76901819,black,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-76901819
76901819,black,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-76901819
76901819,black,male,6003 HOMICIDE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,19-0554,19-0554-76901819
21255380,white,male,0200 02ND DISTRICT,2,Departmental Violation,No Sustained Findings,Not Applicable,19-0555,19-0555-21255380
38794881,white,female,0200 02ND DISTRICT,2,Departmental Violation,No Sustained Findings,Not Applicable,19-0555,19-0555-38794881
,,,,,Investigation OnGoing,Pending,Pending,19-0556,19-0556-
10606881,black,male,9815 EXTERNAL SERVICES,,Verbal Abuse,Sustained Finding,Pending,19-0557,19-0557-10606881
10606881,black,male,9815 EXTERNAL SERVICES,,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable,19-0557,19-0557-10606881
23622762,white,male,1400 14TH DISTRICT,14,Investigation OnGoing,Pending,Pending,19-0558,19-0558-23622762
62139798,white,male,9807 SUMMER INITIATIVE,,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-62139798
62139798,white,male,9807 SUMMER INITIATIVE,,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0559,19-0559-62139798
84344713,white,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-84344713
62139798,white,male,9807 SUMMER INITIATIVE,,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-62139798
84344713,white,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-84344713
84344713,white,male,3900 39TH DISTRICT,39,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0559,19-0559-84344713
73332635,latino,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-73332635
59853097,white,male,9807 SUMMER INITIATIVE,,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-59853097
59853097,white,male,9807 SUMMER INITIATIVE,,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0559,19-0559-59853097
59853097,white,male,9807 SUMMER INITIATIVE,,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-59853097
73332635,latino,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0559,19-0559-73332635
73332635,latino,male,3900 39TH DISTRICT,39,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0559,19-0559-73332635
49777089,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,19-0560,19-0560-49777089
49777089,white,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,19-0560,19-0560-49777089
49777089,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,19-0560,19-0560-49777089
59959012,white,male,3500 35TH DISTRICT,35,Departmental Violation,Sustained Finding,Training/Counseling,19-0560,19-0560-59959012
59959012,white,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,19-0560,19-0560-59959012
90817720,black,female,1600 16TH DISTRICT,16,Investigation OnGoing,Pending,Pending,19-0561,19-0561-90817720
40636979,black,male,1600 16TH DISTRICT,16,Investigation OnGoing,Pending,Pending,19-0561,19-0561-40636979
54817926,white,male,0100 01ST DISTRICT,1,Investigation OnGoing,Pending,Pending,19-0562,19-0562-54817926
18964044,white,male,0800 08TH DISTRICT,8,Investigation OnGoing,Pending,Pending,19-0563,19-0563-18964044
61380884,white,male,0800 08TH DISTRICT,8,Investigation OnGoing,Pending,Pending,19-0563,19-0563-61380884
87730905,white,male,0800 08TH DISTRICT,8,Investigation OnGoing,Pending,Pending,19-0563,19-0563-87730905
37387773,white,male,6600 NORTHWEST DETECTIVE,,Investigation OnGoing,Pending,Pending,19-0564,19-0564-37387773
91161043,white,male,6600 NORTHWEST DETECTIVE,,Investigation OnGoing,Pending,Pending,19-0564,19-0564-91161043
77173730,latino,male,1600 16TH DISTRICT,16,Departmental Violation,No Sustained Findings,Not Applicable,19-0565,19-0565-77173730
31795389,black,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,19-0565,19-0565-31795389
57955552,white,male,2600 26TH DISTRICT,26,Departmental Violation,No Sustained Findings,Not Applicable,19-0566,19-0566-57955552
95972711,white,male,0200 02ND DISTRICT,2,Physical Abuse,No Sustained Findings,Not Applicable,19-0567,19-0567-95972711
95972711,white,male,0200 02ND DISTRICT,2,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0567,19-0567-95972711
39493715,white,female,0200 02ND DISTRICT,2,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0567,19-0567-39493715
95972711,white,male,0200 02ND DISTRICT,2,Departmental Violation,Sustained Finding,Pending,19-0567,19-0567-95972711
85132295,white,male,1800 18TH DISTRICT,18,Investigation OnGoing,Pending,Pending,19-0568,19-0568-85132295
64844323,black,male,0300 03RD DISTRICT,3,Investigation OnGoing,Pending,Pending,19-0569,19-0569-64844323
28261567,black,male,5200 TRAFFIC DISTRICT,52,Lack of Service,No Sustained Findings,Not Applicable,19-0570,19-0570-28261567
29431611,white,male,2600 26TH DISTRICT,26,Investigation OnGoing,Pending,Pending,19-0571,19-0571-29431611
91412011,white,female,2600 26TH DISTRICT,26,Investigation OnGoing,Pending,Pending,19-0571,19-0571-91412011
28716642,white,female,3900 39TH DISTRICT,39,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0572,19-0572-28716642
31660806,white,male,3900 39TH DISTRICT,39,Unprofessional Conduct,No Sustained Findings,Not Applicable,19-0572,19-0572-31660806
28716642,white,female,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,19-0572,19-0572-28716642
,,,,,Investigation OnGoing,Pending,Pending,19-0573,19-0573-
24895116,latino,male,2500 25TH DISTRICT,25,Investigation OnGoing,Pending,Pending,19-0574,19-0574-24895116
15937139,black,male,2500 25TH DISTRICT,25,Investigation OnGoing,Pending,Pending,19-0574,19-0574-15937139
12291738,black,male,3900 39TH DISTRICT,39,Domestic,No Sustained Findings,Not Applicable,19-0575,19-0575-12291738
64114419,white,female,4922 RADIO ROOM 2,,Departmental Violation,Sustained Finding,Pending,19-0576,19-0576-64114419
64114419,white,female,4922 RADIO ROOM 2,,Lack of Service,Sustained Finding,Pending,19-0576,19-0576-64114419
61240465,white,male,2500 25TH DISTRICT,25,Investigation OnGoing,Pending,Pending,19-0577,19-0577-61240465
35710298,white,male,2500 25TH DISTRICT,25,Investigation OnGoing,Pending,Pending,19-0577,19-0577-35710298
66209718,white,male,5601 TOW SQUAD,,Departmental Violation,No Sustained Findings,Not Applicable,19-0578,19-0578-66209718
84750863,white,male,5200 TRAFFIC DISTRICT,52,Departmental Violation,Sustained Finding,Pending,19-0578,19-0578-84750863
57990056,white,male,3500 35TH DISTRICT,35,Unprofessional Conduct,Sustained Finding,Pending,19-0579,19-0579-57990056
57990056,white,male,3500 35TH DISTRICT,35,Lack of Service,Sustained Finding,Pending,19-0579,19-0579-57990056
88349229,white,male,0900 09TH DISTRICT,9,Departmental Violation,Sustained Finding,Training/Counseling,19-0580,19-0580-88349229
88349229,white,male,0900 09TH DISTRICT,9,Departmental Violation,No Sustained Findings,Not Applicable,19-0580,19-0580-88349229
88349229,white,male,0900 09TH DISTRICT,9,Verbal Abuse,No Sustained Findings,Not Applicable,19-0580,19-0580-88349229
79674493,white,male,0900 09TH DISTRICT,9,Departmental Violation,No Sustained Findings,Not Applicable,19-0580,19-0580-79674493
,,,,,Investigation OnGoing,Pending,Pending,19-0581,19-0581-
,,,,,Lack of Service,No Sustained Findings,Not Applicable,19-0582,19-0582-
38033563,black,male,0800 08TH DISTRICT,8,Departmental Violation,Sustained Finding,Training/Counseling,19-0583,19-0583-38033563
38033563,black,male,0800 08TH DISTRICT,8,Departmental Violation,No Sustained Findings,Not Applicable,19-0583,19-0583-38033563
15826417,white,male,0200 02ND DISTRICT,2,Investigation OnGoing,Pending,Pending,19-0584,19-0584-15826417
43414117,white,male,7700 AIRPORT,,Investigation OnGoing,Pending,Pending,19-0585,19-0585-43414117
70488550,black,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,Training/Counseling,19-0586,19-0586-70488550
70488550,black,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,19-0586,19-0586-70488550
70488550,black,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,Training/Counseling,19-0586,19-0586-70488550
43664056,black,male,1900 19TH DISTRICT,19,Departmental Violation,Sustained Finding,Pending,19-0586,19-0586-43664056
62274209,white,male,9812 DC OPR,,No C.A.P. Investigation,Not Applicable,Not Applicable,19-0587,19-0587-62274209
50456354,white,male,0900 09TH DISTRICT,9,Lack of Service,No Sustained Findings,Not Applicable,19-0588,19-0588-50456354
93764116,black,male,6600 NORTHWEST DETECTIVE,,Criminal Allegation,No Sustained Findings,Not Applicable,19-0589,19-0589-93764116
63638917,white,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Pending,19-0590,19-0590-63638917
63638917,white,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,19-0590,19-0590-63638917
58723565,white,male,1700 17TH DISTRICT,17,Departmental Violation,Sustained Finding,Pending,19-0590,19-0590-58723565
58723565,white,male,1700 17TH DISTRICT,17,Departmental Violation,No Sustained Findings,Not Applicable,19-0590,19-0590-58723565
63638917,white,male,2200 22ND DISTRICT,22,Lack of Service,Sustained Finding,Pending,19-0590,19-0590-63638917
65136834,white,male,0600 06TH DISTRICT,6,Lack of Service,No Sustained Findings,Not Applicable,19-0591,19-0591-65136834
